cliente_id,region,experiencia_digital,satisfaccion_servicio,ingreso_anual_soles,gasto_mensual_soles,ratio_deuda,indice_ahorro,clase
CLI-01684,Piura,Bajo,Media,43423.85,2271.72,0.2108,0.7317,Clase_B_riesgo_medio
CLI-00489,Junín,Medio,Alta,55176.43,2250.67,0.1077,0.8502,Clase_A_bajo_riesgo
CLI-00919,La Libertad,Medio,Media,43565.28,1974.95,0.3426,0.5728,Clase_B_riesgo_medio
CLI-01938,Piura,Bajo,Muy baja,36995.47,1685.75,0.4772,0.5179,Clase_C_alto_riesgo
CLI-01906,Lima,Medio,Alta,30043.31,1485.5,0.2123,0.7551,Clase_A_bajo_riesgo
CLI-01677,Lima,Bajo,Baja,20408.35,1362.79,0.5669,0.4237,Clase_C_alto_riesgo
CLI-00994,Cusco,Medio,Baja,76769.02,3348.78,0.3602,0.512,Clase_C_alto_riesgo
CLI-01286,Arequipa,Bajo,Baja,54638.14,2717.75,0.4566,0.4181,Clase_C_alto_riesgo
CLI-00299,Cusco,Bajo,Muy alta,63814.29,2809.01,0.2356,0.5124,Clase_B_riesgo_medio
CLI-01741,Piura,Alto,Muy alta,76492.37,3529.92,0.0683,0.7811,Clase_A_bajo_riesgo
CLI-00108,La Libertad,Alto,Muy alta,123953.61,5334.82,0.0918,0.6911,Clase_A_bajo_riesgo
CLI-01280,Arequipa,Alto,Alta,53446.32,2669.74,0.3224,0.6632,Clase_B_riesgo_medio
CLI-01371,Junín,Bajo,Media,41349.66,2350.98,0.2408,0.6944,Clase_B_riesgo_medio
CLI-00002,Junín,Bajo,Baja,47524.95,2101.44,0.301,0.5404,Clase_C_alto_riesgo
CLI-01339,Lima,Medio,Media,36828.77,2213.41,0.3484,0.6457,Clase_B_riesgo_medio
CLI-01503,Lima,Muy alto,Muy alta,123394.9,6837.99,0.2932,0.6763,Clase_A_bajo_riesgo
CLI-00094,Cusco,Medio,Alta,56010.82,2531.5,0.0499,0.8044,Clase_A_bajo_riesgo
CLI-01024,Junín,Medio,Media,41212.58,2140.65,0.2484,0.6367,Clase_B_riesgo_medio
CLI-00328,Cusco,Bajo,Muy baja,34690.36,1832.97,0.0984,0.6425,Clase_A_bajo_riesgo
CLI-01773,Piura,Medio,Alta,75863.27,3381.77,0.1098,0.8355,Clase_A_bajo_riesgo
CLI-00809,Arequipa,Medio,Baja,56287.16,3255.45,0.2866,0.5622,Clase_B_riesgo_medio
CLI-00347,Cusco,Alto,Baja,48987.58,2253.21,0.2926,0.6404,Clase_B_riesgo_medio
CLI-01238,Arequipa,Muy alto,Media,41946.21,2507.28,0.2664,0.6924,Clase_A_bajo_riesgo
CLI-01398,Lima,Alto,Muy baja,52882.25,2370.0,0.5433,0.3036,Clase_C_alto_riesgo
CLI-01299,Cusco,Medio,Muy baja,32218.49,1753.6,0.4912,0.3994,Clase_C_alto_riesgo
CLI-01821,Lima,Medio,Muy alta,57991.38,3447.76,0.0765,0.8545,Clase_A_bajo_riesgo
CLI-01509,Cusco,Alto,Baja,46451.62,1915.75,0.4776,0.4977,Clase_B_riesgo_medio
CLI-00213,Cusco,Bajo,Media,40969.02,1936.26,0.1799,0.7237,Clase_B_riesgo_medio
CLI-00344,Arequipa,Medio,Alta,39403.93,2176.68,0.0831,0.7684,Clase_A_bajo_riesgo
CLI-00320,Lima,Medio,Alta,22468.15,1316.83,0.0951,0.7527,Clase_A_bajo_riesgo
CLI-00571,Arequipa,Medio,Media,31701.36,1797.25,0.2323,0.6709,Clase_B_riesgo_medio
CLI-01518,Piura,Medio,Media,34689.51,2143.88,0.0847,0.7564,Clase_A_bajo_riesgo
CLI-00828,Lima,Bajo,Media,19125.97,908.56,0.2856,0.5866,Clase_B_riesgo_medio
CLI-00863,Arequipa,Muy alto,Muy alta,160263.71,7301.63,0.076,0.9277,Clase_A_bajo_riesgo
CLI-00155,Junín,Bajo,Muy alta,93218.16,4223.31,0.2579,0.6916,Clase_A_bajo_riesgo
CLI-00529,Lima,Bajo,Media,108485.54,5746.37,0.482,0.4176,Clase_C_alto_riesgo
CLI-00553,Cusco,Alto,Media,34349.9,1904.61,0.0357,0.8339,Clase_A_bajo_riesgo
CLI-01454,Cusco,Medio,Media,23212.07,1532.63,0.2988,0.6365,Clase_B_riesgo_medio
CLI-00098,Arequipa,Medio,Media,52906.1,2763.88,0.1313,0.7149,Clase_A_bajo_riesgo
CLI-01709,Cusco,Medio,Media,53774.16,3040.07,0.2797,0.7062,Clase_B_riesgo_medio
CLI-00026,Piura,Bajo,Baja,37208.78,1831.88,0.5371,0.3136,Clase_C_alto_riesgo
CLI-00776,Lima,Medio,Alta,66777.52,2874.43,0.2182,0.7044,Clase_B_riesgo_medio
CLI-01691,Lima,Alto,Baja,47882.24,2899.93,0.5985,0.2521,Clase_C_alto_riesgo
CLI-00443,Lima,Alto,Alta,43343.17,2173.4,0.1891,0.8304,Clase_A_bajo_riesgo
CLI-00107,Lima,Alto,Media,76332.83,4135.87,0.4593,0.4028,Clase_C_alto_riesgo
CLI-00774,Lima,Medio,Alta,89379.97,4289.65,0.1816,0.7482,Clase_A_bajo_riesgo
CLI-01347,Lima,Bajo,Media,38896.29,1948.19,0.2674,0.6489,Clase_B_riesgo_medio
CLI-01719,Junín,Medio,Muy baja,30054.65,1648.23,0.5382,0.4385,Clase_C_alto_riesgo
CLI-01115,Cusco,Bajo,Baja,25178.4,1286.97,0.441,0.5137,Clase_C_alto_riesgo
CLI-00464,Cusco,Medio,Media,57157.3,2302.63,0.3017,0.4558,Clase_B_riesgo_medio
CLI-01848,Lima,Medio,Media,30816.08,1541.0,0.2183,0.6483,Clase_A_bajo_riesgo
CLI-00892,Piura,Alto,Muy baja,68834.25,3150.02,0.6257,0.2902,Clase_C_alto_riesgo
CLI-00468,Piura,Bajo,Media,29430.91,1754.65,0.2379,0.5833,Clase_B_riesgo_medio
CLI-00169,Lima,Alto,Muy alta,59224.26,3059.55,0.1608,0.7457,Clase_A_bajo_riesgo
CLI-01840,Lima,Alto,Muy alta,193475.44,8967.65,0.1784,0.8941,Clase_A_bajo_riesgo
CLI-01467,Junín,Medio,Media,57261.06,2907.08,0.3154,0.5125,Clase_B_riesgo_medio
CLI-00072,Lima,Medio,Baja,49275.02,2857.23,0.4032,0.6029,Clase_B_riesgo_medio
CLI-00417,Lima,Medio,Media,30864.96,1379.06,0.2145,0.614,Clase_B_riesgo_medio
CLI-00807,Junín,Alto,Baja,47045.66,2589.42,0.4659,0.532,Clase_B_riesgo_medio
CLI-00131,Lima,Bajo,Baja,33238.4,1853.92,0.1699,0.7357,Clase_B_riesgo_medio
CLI-01925,Piura,Muy alto,Media,72554.8,3287.92,0.4995,0.3594,Clase_B_riesgo_medio
CLI-00384,Piura,Medio,Media,86801.62,4884.79,0.3487,0.5629,Clase_B_riesgo_medio
CLI-00431,Lima,Medio,Baja,80100.86,4436.03,0.4548,0.4133,Clase_C_alto_riesgo
CLI-01421,Lima,Alto,Muy alta,47799.48,2045.24,0.0606,0.8597,Clase_A_bajo_riesgo
CLI-00545,Cusco,Bajo,Media,29786.13,1491.76,0.1148,0.7744,Clase_A_bajo_riesgo
CLI-00203,Lima,Medio,Baja,32264.85,1570.03,0.4259,0.512,Clase_C_alto_riesgo
CLI-00875,Lima,Alto,Muy baja,38275.36,2374.71,0.3213,0.5574,Clase_B_riesgo_medio
CLI-01837,Lima,Muy alto,Muy alta,54731.7,2596.42,0.1226,0.8145,Clase_A_bajo_riesgo
CLI-00223,Lima,Bajo,Media,96059.33,4580.87,0.4355,0.5765,Clase_C_alto_riesgo
